Inf;Player;Best Pos;Asking Price;Tck A;Off;KP/90;Shot/90;Unique ID;Pens Faced;Pens Saved Ratio;Sv %;MLG;Tck/90;Tck R;Shts Blckd/90;Pres C/90;Pres A/90;Poss Won/90;K Tck/90;Int/90;Clr/90;Blk/90;Conv %;Shot %;ShT/90;xSv %;xGP/90;Sprints/90;Drb/90;Dist/90;Pr passes/90;Poss Lost/90;Ps C/90;Ps A/90;Pas %;OP-KP/90;CCC;Ch C/90;Asts/90;Saves/90;Tgls/90;Tcon/90;Minutes;Mins/Gm;NP-xG/90;Goals per 90 minutes;xG/90;Con/90;xA/90;Cln/90;Appearances;Mins/Gl;OP-Crs C/90;OP-Crs A/90;OP-Cr %;Cr C/90;Crs A/90;Cr C/A;K Hdrs/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Aer A/90;Hdrs A;Based In;Division;Nation;Club;Position;Age;Potential;Wage
;José Manuel Corominas;AM (R);€48M;62;11;1.2;1.1;2002399096;0;0;0;0;1.5;82;0.0;2.2;10.7;3.4;0.0;2.6;0.6;0.4;8%;32%;0.4;0;0.0;16.4;4.6;11.6;3.2;22.1;37.4;41.9;89%;1.2;10;0.3;0.1;0;1.0;1.5;3024;73.7560975609756;0.1;0.1;0.1;0.0;0.1;0.0;35 (6);1008;0.6;2.9;22;0.6;2.9;21;0.0;35;1.2;40;2.2;3.4;115;Spain;First Division;ESP;Levante;M/AM (R);19;Unknown;€10.5K p/w
Wnt;Abdelkader Makhlouf;M/AM (C);€575K;2;1;0.2;0.6;2002226707;0;0;0;0;0.1;50;0.0;0.4;0.7;8.2;0.0;0.2;0.1;0.1;0%;25%;0.2;0;0.0;1.5;0.0;1.4;0.6;18.6;5.5;6.3;87%;0.2;0;0.0;0.1;0;0.6;1.7;1761;67.7307692307692;0.1;0.0;0.1;0.0;0.1;0.0;22 (4);0;0.0;0.1;0;0.0;0.1;0;0.0;29;0.1;2;0.3;0.4;7;France;Ligue 1 McDonald's;ALG;Montpellier;M/AM (C);23;Unknown;€2.7K p/w
;Riccardo Sala;M (C);€750K;0;0;0.0;0.1;2002150139;0;0;0;0;0.0;0;0.0;0.0;0.0;7.9;0.0;0.0;0.0;0.0;0%;60%;0.1;0;0.0;0.0;0.0;0.0;0.0;23.2;0.0;0.0;0%;0.0;12;0.3;0.0;0;0.5;1.5;3118;82.0526315789474;0.0;0.0;0.0;0.0;0.1;0.0;21 (2);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Italy;Serie A;ITA;Sampdoria;DM, M/AM (C);24;Unknown;€11.75K p/w
Wnt;Diogo Costa;D (C);€3.2M;25;0;0.2;0.2;2002229929;0;0;0;0;0.4;56;1.8;1.0;2.7;14.7;0.2;2.9;1.3;0.7;0%;14%;0.0;0;0.0;3.1;0.0;10.1;1.5;4.3;37.2;41.5;90%;0.2;3;0.1;0.0;0;1.2;1.4;2979;90.2727272727273;0.0;0.0;0.0;0.0;0.0;0.0;36 (2);0;0.0;0.0;0;0.0;0.0;0;0.5;62;2.6;85;1.6;4.1;137;Portugal;Premier League;POR;Famalicão;D (LC), M (C);23;Unknown;€4.5K p/w
;Simão Constantino;DM;€2.8M;54;1;1.1;0.4;2000475809;0;0;0;0;1.3;80;0.2;1.8;5.3;10.3;0.1;2.5;0.8;0.4;7%;20%;0.1;0;0.0;11.6;0.1;11.6;5.8;8.6;47.6;51.3;93%;1.1;7;0.2;0.1;0;1.0;1.3;3009;85.9714285714286;0.0;0.0;0.0;0.0;0.1;0.0;35;3009;0.2;0.2;86;0.2;0.2;85;0.6;46;1.3;44;1.5;2.8;95;Portugal;Premier League;POR;Casa Pia;DM, M (C);25;Unknown;€3.1K p/w
Wnt;David Marini;WB/AM (L);€975K;85;6;1.6;0.7;2000374367;0;0;0;1;2.1;78;0.0;2.0;8.4;4.3;0.0;2.1;0.7;0.2;4%;29%;0.2;0;0.0;13.9;2.7;11.6;4.9;21.4;40.8;46.0;89%;1.6;6;0.2;0.1;0;1.1;1.6;2896;82.7428571428571;0.1;0.0;0.1;0.0;0.1;0.0;34 (1);2896;0.6;2.0;28;0.6;2.0;27;0.2;38;1.6;53;2.7;4.4;141;Italy;Serie A;ITA;Cagliari;D/WB/M/AM (L);26;Unknown;€19.75K p/w
;Elias Warming;D (RC);€1.1M;20;0;0.2;0.2;2000464361;0;0;0;0;0.6;80;0.2;1.0;2.4;13.6;0.2;2.6;0.9;0.6;0%;25%;0.0;0;0.0;2.9;0.0;9.9;1.7;4.6;38.4;42.1;91%;0.2;0;0.0;0.0;0;1.1;1.3;2255;86.7307692307692;0.0;0.0;0.0;0.0;0.0;0.0;26;0;0.0;0.0;0;0.0;0.0;0;0.6;62;2.6;64;1.6;4.2;104;Portugal;Premier League;DEN;Arouca;D (RLC);25;Unknown;€4K p/w
;Lion Kieftenbelt;D (C);€2.8M;7;1;0.3;0.3;2000364065;0;0;0;0;0.4;86;1.2;0.7;2.3;14.5;0.1;3.2;1.5;0.7;0%;0%;0.0;0;0.0;4.1;0.0;10.2;2.5;5.5;34.7;39.6;88%;0.3;2;0.1;0.0;0;1.7;0.6;1322;77.7647058823529;0.0;0.0;0.0;0.0;0.1;0.0;14 (3);0;0.0;0.0;0;0.0;0.0;0;1.1;73;3.5;51;1.3;4.8;70;Portugal;Premier League;NED;Gil Vicente;D (RC), WB (R), DM;23;Unknown;€1.5K p/w
Wnt;Guido Della Rovere;M (C);€700K;0;0;0.9;0.8;2000261857;0;0;0;0;0.0;0;0.0;0.0;0.0;6.6;0.0;0.0;0.0;0.0;7%;53%;0.4;0;0.0;0.0;0.0;0.0;0.0;20.3;0.0;0.0;0%;0.0;3;0.2;0.0;0;0.5;1.6;1640;63.0769230769231;0.0;0.1;0.0;0.0;0.1;0.0;21 (5);1640;0.0;0.0;0;0.8;4.9;15;0.0;0;0.0;0;0.0;0.0;0;Italy;Serie A;ITA;Sampdoria;DM, M/AM (C);27;Unknown;€12.5K p/w
Wnt;Jaygo van Ommeren;DM;€500K;0;0;0.0;0.3;2000381983;0;0;0;0;0.0;0;0.0;0.0;0.2;11.4;0.0;0.1;0.0;0.0;0%;33%;0.1;0;0.0;0.4;0.0;0.3;0.3;12.9;1.4;1.5;94%;0.0;2;0.2;0.0;0;1.1;1.5;1019;50.95;0.0;0.0;0.0;0.0;0.0;0.0;16 (4);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Italy;Serie A;NED;Spezia;DM, M (C);26;Unknown;€9K p/w
Wnt;Bas Postema;DM;€3.4M;53;1;0.8;0.2;2002302124;0;0;0;0;1.2;64;0.5;1.6;7.2;12.7;0.0;3.0;0.8;0.8;20%;20%;0.0;0;0.0;11.5;0.2;11.2;3.9;7.3;46.5;52.0;89%;0.7;6;0.2;0.1;0;0.8;1.4;2511;71.7428571428571;0.0;0.0;0.0;0.0;0.1;0.0;35;2511;0.0;0.1;0;0.0;0.1;0;0.1;56;1.1;30;0.9;1.9;54;Portugal;Premier League;NED;Nacional da Madeira;D (C), DM, M (C);22;Unknown;€3.7K p/w
Unh;Maciej Ruszkiewicz;M (C);€400K;6;0;0.2;0.8;2000384611;0;0;0;0;0.2;67;0.0;0.2;0.8;6.5;0.0;0.3;0.1;0.0;0%;29%;0.2;0;0.0;1.1;0.2;1.2;0.7;18.7;5.7;6.2;92%;0.2;12;0.5;0.1;0;0.9;1.8;2240;54.6341463414634;0.0;0.0;0.0;0.0;0.2;0.0;27 (14);0;0.0;0.0;0;0.0;0.1;0;0.0;75;0.2;6;0.1;0.3;8;Spain;First Division;POL;Levante;DM, M/AM (C);26;Unknown;€13.5K p/w
;Matěj Fabiánek;D (C);€2.5M;20;0;0.0;0.2;2002171027;0;0;0;0;0.4;45;1.2;1.1;2.6;14.0;0.1;2.5;1.6;0.8;0%;20%;0.0;0;0.0;3.6;0.0;9.6;2.0;5.0;37.3;42.2;88%;0.0;0;0.0;0.0;0;0.9;1.3;1930;74.2307692307692;0.0;0.0;0.0;0.0;0.0;0.0;5 (28);0;0.0;0.0;0;0.0;0.0;0;0.7;70;4.0;86;1.7;5.7;122;Portugal;Premier League;CZE;Casa Pia;D (LC);23;Unknown;€3.1K p/w
Wnt;Tiago Parente;D (L);€1M;46;2;1.0;0.2;2000199272;0;0;0;0;2.1;85;0.8;2.1;8.9;9.6;0.1;3.8;1.4;0.8;0%;25%;0.1;0;0.0;20.7;1.7;12.4;5.3;17.4;41.5;48.8;85%;1.0;2;0.1;0.1;0;0.5;1.8;1666;61.7037037037037;0.0;0.0;0.0;0.0;0.1;0.0;17 (10);0;1.2;4.6;27;1.2;5.8;21;0.2;58;2.1;38;1.5;3.5;65;France;Ligue 1 McDonald's;POR;FC Annecy;D (RL), WB (L);28;Unknown;€8.25K p/w
Wnt;Roman Chernenko;DM;€850K;49;2;1.0;0.4;2002229938;0;0;0;0;1.2;76;0.1;1.6;6.3;13.1;0.1;2.0;0.9;0.5;0%;36%;0.1;0;0.0;10.0;0.3;11.5;6.1;7.5;47.8;53.1;90%;1.0;6;0.2;0.1;0;1.1;1.1;2725;87.9032258064516;0.0;0.0;0.0;0.0;0.1;0.0;31;0;0.0;0.1;25;0.0;0.1;25;0.0;51;0.7;22;0.7;1.4;43;Portugal;Premier League;POR;Estoril Praia;DM, M (C);22;Unknown;€1.8K p/w
Wnt;Mathieu Demange;ST (C);€3.3M;15;15;0.7;1.9;2002340247;0;0;0;0;0.4;53;0.0;1.1;3.5;1.5;0.0;1.3;0.2;0.1;13%;56%;1.1;0;0.0;7.0;1.3;10.3;1.0;19.2;26.0;29.3;89%;0.7;1;0.0;0.1;0;0.7;2.2;1836;59.2258064516129;0.2;0.2;0.2;0.0;0.0;0.0;19 (12);367.2;0.1;0.9;11;0.2;1.8;10;0.0;31;2.1;43;4.8;6.9;140;France;Ligue 1 McDonald's;FRA;FC Nantes;AM (RL), ST (C);20;Unknown;€15K p/w
;Maksim Minkov;ST (C);€775K;14;14;0.9;2.5;2000457040;0;0;0;0;0.2;36;0.0;0.7;1.7;0.6;0.0;0.6;0.2;0.0;13%;45%;1.2;0;0.0;5.1;0.7;9.8;0.7;24.1;21.7;24.6;88%;0.9;2;0.1;0.1;0;1.0;1.4;2718;69.6923076923077;0.2;0.3;0.2;0.0;0.0;0.0;31 (1);271.8;0.1;0.5;21;0.1;0.5;21;0.1;32;2.4;73;5.1;7.5;228;Italy;Serie A;BUL;U.S. Lecce;AM (L), ST (C);26;Unknown;€26.5K p/w
Wnt;Francisco Beja;M (C);€550K;13;0;0.4;0.3;2002147633;0;0;0;0;0.4;92;0.0;0.5;1.0;10.8;0.0;0.2;0.1;0.0;0%;33%;0.1;0;0.0;2.1;0.0;1.9;1.0;16.1;8.4;8.8;95%;0.4;15;0.6;0.2;0;0.9;1.7;2418;80.6;0.0;0.0;0.0;0.0;0.1;0.0;7 (20);0;0.0;0.0;0;0.0;0.0;0;0.0;56;0.2;5;0.1;0.3;9;Portugal;Premier League;POR;Torreense;DM, M (RC);23;Unknown;€3.6K p/w
;Mohamed El Mahi;D (C);€450K;28;0;0.1;0.3;2000497641;0;0;0;1;0.8;79;0.5;1.3;3.2;13.9;0.3;2.6;1.0;0.5;0%;14%;0.0;0;0.0;3.4;0.1;9.8;2.5;4.7;36.0;41.2;87%;0.1;1;0.0;0.0;0;0.5;1.2;2493;85.9655172413793;0.0;0.0;0.0;0.0;0.0;0.0;29;0;0.0;0.1;50;0.0;0.1;50;0.7;60;2.3;65;1.6;3.9;108;Portugal;Premier League;MAR;Penafiel;D (LC), DM;25;Unknown;€4.8K p/w
Wnt;Lukas Neininger;D (C);€2M;18;1;0.2;0.5;2002231178;0;0;0;0;0.5;67;0.4;0.9;2.9;13.3;0.1;2.7;0.7;0.5;8%;17%;0.1;0;0.0;4.7;0.2;10.0;2.8;5.6;37.9;44.0;86%;0.2;2;0.1;0.0;0;0.9;0.7;2092;80.4615384615385;0.1;0.0;0.1;0.0;0.0;0.0;26;2092;0.1;0.4;22;0.1;0.4;22;0.8;86;4.7;110;0.8;5.5;128;Portugal;Premier League;POR;Estrela da Amadora SAD;D (RC);22;Unknown;€30K p/w
Wnt;Alain Ngassam;D (C);€2.6M;12;1;0.4;0.0;2000301890;0;0;0;0;0.7;83;1.0;1.1;5.1;9.0;0.0;2.9;1.4;0.4;0%;0%;0.0;0;0.0;6.7;0.1;10.0;3.9;10.7;39.4;45.8;86%;0.4;1;0.1;0.0;0;0.7;1.7;1219;64.1578947368421;0.0;0.0;0.0;0.0;0.0;0.0;13 (6);0;0.1;0.8;9;0.1;0.8;9;0.9;65;3.2;44;1.8;5.0;68;France;Ligue 1 McDonald's;CMR;Montpellier;D (RC);23;Unknown;€4.6K p/w
;Dani Martín;GK;€250K;3;0;0.0;0.0;2000291561;3;67;70;1;0.1;67;0.0;0.0;0.0;1.8;0.0;0.0;2.5;0.0;0%;0%;0.0;89;-0.1;0.0;0.0;5.1;0.0;9.1;15.7;23.6;66%;0.0;0;0.0;0.0;3;1.1;1.6;2741;88.4193548387097;0.0;0.0;0.0;1.6;0.0;0.1;31;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Spain;First Division;ESP;Levante;GK;28;Unknown;€10.5K p/w
;Laurin Eismann;D (C), DM;€1.7M;9;0;0.3;0.3;2002394746;0;0;0;0;0.2;33;0.5;0.6;4.1;10.1;0.0;2.9;0.8;0.7;0%;0%;0.0;0;0.0;7.7;0.0;10.7;2.5;5.6;42.8;46.6;92%;0.3;3;0.2;0.0;0;0.9;1.2;1389;46.3;0.0;0.0;0.0;0.0;0.1;0.0;12 (18);0;0.0;0.0;0;0.0;0.0;0;0.8;64;2.9;44;1.6;4.5;69;Germany;Bundesliga;GER;VfL Wolfsburg;D (LC), DM, M (C);19;Unknown;€18.25K p/w
Int;Juan Carlos Pizarro;D (C);€19.5M;3;0;0.3;0.3;2002399086;0;0;0;0;0.2;100;0.3;0.6;2.3;11.1;0.1;3.4;0.8;0.7;0%;25%;0.1;0;0.0;3.4;0.1;9.9;2.1;4.8;35.1;41.1;85%;0.3;0;0.0;0.0;0;1.0;1.5;1350;90;0.0;0.0;0.0;0.0;0.0;0.0;15;0;0.0;0.0;0;0.0;0.0;0;0.3;66;2.6;39;1.3;3.9;59;Italy;Serie A;ESP;Udinese;D (RC), WB (R);19;Unknown;€4.6K p/w
;Marvin Küas;DM;€1.9M;23;0;0.5;0.4;2000329037;0;0;0;0;0.9;87;0.2;1.1;5.9;13.0;0.1;2.6;0.8;0.6;0%;13%;0.0;0;0.0;10.7;0.2;11.3;3.5;10.6;46.8;51.9;90%;0.5;2;0.1;0.1;0;1.1;0.7;1954;59.2121212121212;0.0;0.0;0.0;0.0;0.1;0.0;21 (12);0;0.0;0.0;0;0.0;0.0;0;0.0;44;0.9;19;1.1;2.0;43;Portugal;Premier League;GER;Rio Ave;DM, M/AM (C);24;Unknown;€6.25K p/w
Wnt;Otávio;D (C);€550K;14;0;0.1;0.4;2000244794;0;0;0;0;0.4;79;0.4;0.7;2.8;15.8;0.1;2.7;1.0;0.9;9%;9%;0.0;0;0.0;3.3;0.1;10.0;1.2;2.7;36.5;41.3;88%;0.1;10;0.3;0.0;0;0.8;1.1;2667;86.0322580645161;0.1;0.0;0.1;0.0;0.1;0.0;13 (7);2667;0.0;0.0;0;0.0;0.8;4;1.1;74;3.7;111;1.3;5.0;149;Portugal;Premier League;BRA;Estrela da Amadora SAD;D (LC);28;Unknown;€36.5K p/w
Wnt;Fabio Becchimanzi;D (R);€350K;28;0;0.8;0.4;2000359243;0;0;0;0;1.5;82;0.5;1.7;8.6;6.4;0.1;3.8;1.4;0.8;0%;17%;0.1;0;0.0;15.9;0.2;11.2;7.0;19.5;44.8;54.5;82%;0.8;1;0.1;0.0;0;1.2;1.3;1411;45.5161290322581;0.0;0.0;0.0;0.0;0.0;0.0;9 (22);0;0.4;2.2;21;0.4;2.2;20;0.3;37;1.4;22;2.4;3.8;60;Italy;Serie A;ITA;Cagliari;D (RL), WB (R);23;Unknown;€14.75K p/w
;Cristiano Zodl;D (L);€450K;35;1;1.1;0.1;2000450151;0;0;0;0;2.3;86;0.2;2.1;6.7;9.5;0.0;3.7;0.9;0.5;0%;100%;0.1;0;0.0;15.4;0.5;11.3;6.5;21.1;49.0;55.5;88%;1.1;0;0.0;0.0;0;0.7;1.5;1171;83.6428571428571;0.0;0.0;0.0;0.0;0.0;0.0;13 (1);0;0.3;1.7;18;0.3;1.7;18;0.4;44;1.5;20;1.9;3.5;45;France;Ligue 1 McDonald's;AUT;FC Annecy;D (L);25;Unknown;€2.5K p/w
Wnt;Luca Gallina;D (R);€3.7M;42;4;1.0;0.3;2002230484;0;0;0;0;1.9;90;0.4;1.9;7.1;9.0;0.2;3.5;1.2;0.5;20%;20%;0.1;0;0.0;13.7;0.7;11.1;6.8;17.3;47.9;53.9;89%;1.0;0;0.0;0.0;0;1.4;1.6;1771;84.3333333333333;0.0;0.1;0.0;0.0;0.0;0.0;21;1771;0.1;1.6;3;0.1;1.6;3;0.6;61;2.9;57;1.9;4.8;94;Italy;Serie A;ITA;Genoa;D (R);22;Unknown;€19.75K p/w
;Mattia Rivalta;DM;€575K;26;0;0.9;0.4;2002153388;0;0;0;0;1.1;73;0.3;1.4;5.3;8.8;0.0;2.2;0.9;0.6;0%;0%;0.0;0;0.0;10.0;0.2;11.1;4.6;7.6;44.0;47.5;93%;0.9;1;0.1;0.1;0;1.4;1.4;1578;71.7272727272727;0.0;0.0;0.0;0.0;0.0;0.0;16 (6);0;0.1;0.2;25;0.1;0.2;25;0.5;38;1.3;23;2.2;3.5;61;Italy;Serie A;ITA;Cagliari;D/WB (R), DM, M (C);23;Unknown;€19K p/w
;Valentim Bilro;AM (L);€2.1M;26;3;1.2;2.9;2002152108;0;0;0;0;1.3;73;0.0;2.1;10.1;1.7;0.0;1.9;0.3;0.1;11%;32%;0.9;0;0.0;13.0;3.7;11.5;3.1;22.4;40.2;44.6;90%;1.2;6;0.4;0.0;0;1.5;1.1;1359;41.1818181818182;0.4;0.3;0.4;0.0;0.1;0.0;10 (23);271.8;0.9;3.7;23;0.9;3.7;23;0.0;10;0.3;5;2.9;3.2;49;Portugal;Premier League;POR;Leiria;AM (L), ST (C);23;Unknown;€1.7K p/w
Ask;David Fernandes;D (R);€500K;56;2;0.7;0.3;2000475816;0;0;0;0;1.9;86;0.5;1.6;6.9;9.5;0.1;2.7;1.0;0.7;0%;14%;0.0;0;0.0;17.0;1.3;12.1;7.2;16.9;46.2;53.6;86%;0.7;3;0.1;0.0;0;1.0;1.3;2254;83.4814814814815;0.0;0.0;0.0;0.0;0.0;0.0;18 (15);0;0.5;3.1;17;0.5;3.1;16;0.1;34;1.1;27;2.1;3.2;80;Portugal;Premier League;POR;AVS SAD;D/WB (R);25;Unknown;€1.3K p/w
;Nicolás Londoño;ST (C);€14.25M;13;22;0.6;2.4;2002400613;0;0;0;1;0.3;54;0.0;0.6;1.3;1.0;0.0;0.7;0.3;0.1;12%;46%;1.1;0;0.0;5.3;0.9;10.2;0.6;20.3;21.5;24.2;89%;0.6;4;0.1;0.0;0;0.7;1.9;2498;65.7368421052632;0.2;0.3;0.2;0.0;0.0;0.0;37 (1);312.25;0.2;0.4;55;0.3;1.1;25;0.0;47;3.7;103;4.1;7.9;218;Spain;First Division;COL;Tenerife;ST (C);19;Unknown;€15.25K p/w
Wnt;Jalen Foucan;AM (C);€525K;12;6;1.7;1.1;2000481249;0;0;0;0;0.4;58;0.0;1.1;5.3;8.1;0.1;1.9;0.4;0.5;0%;10%;0.1;0;0.0;9.9;1.3;11.1;3.1;19.8;37.5;41.8;90%;1.7;1;0.1;0.1;0;0.9;1.9;1710;63.3333333333333;0.1;0.0;0.1;0.0;0.0;0.0;26 (1);0;0.2;0.6;36;0.2;0.6;36;0.1;33;1.1;20;2.2;3.2;61;France;Ligue 1 McDonald's;FRA;FC Nantes;DM, AM (C);25;Unknown;€22K p/w
Int;Marc Danninger;M (C);€875K;0;1;0.3;0.3;2002393712;0;0;0;0;0.0;0;0.0;0.1;0.1;5.1;0.0;0.1;0.0;0.0;0%;0%;0.0;0;0.0;1.3;0.2;1.0;0.3;22.1;2.9;3.1;96%;0.3;4;0.3;0.1;0;0.9;1.1;1439;46.4193548387097;0.0;0.0;0.0;0.0;0.1;0.0;7 (24);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.4;0.4;7;France;Ligue 1 McDonald's;FRA;Brest;M/AM (C), ST (C);19;Unknown;€11.25K p/w
;Kim Nielsen;D (C);€325K;9;0;0.1;0.1;2002091516;0;0;0;0;0.4;67;1.5;0.7;2.6;9.8;0.1;3.2;1.3;0.9;0%;0%;0.0;0;0.0;4.0;0.0;9.3;3.7;6.2;38.8;44.8;87%;0.1;0;0.0;0.0;0;0.6;1.9;1210;63.6842105263158;0.0;0.0;0.0;0.0;0.0;0.0;12 (7);0;0.0;0.0;0;0.0;0.0;0;1.7;78;4.8;64;1.3;6.1;82;France;Ligue 1 McDonald's;DEN;FC Nantes;D (C);23;Unknown;€3.3K p/w
;Emmanuel Lachaud;M (C), AM (R);€1.2M;23;6;1.8;1.1;2002293065;0;0;0;0;0.8;74;0.0;1.2;6.9;3.1;0.0;1.2;0.5;0.1;8%;33%;0.4;0;0.0;10.2;3.5;8.7;3.1;20.2;26.6;31.0;86%;1.7;3;0.1;0.0;0;0.7;1.5;1956;65.2;0.1;0.1;0.1;0.0;0.0;0.0;22 (11);978;0.6;3.0;18;0.6;3.0;18;0.0;31;0.9;20;2.0;2.9;64;Portugal;Premier League;FRA;Nacional da Madeira;M (RC), AM (R);22;Unknown;€4.8K p/w
;Gonzalo Quereda;M (C);€650K;4;0;0.1;0.5;2002298700;0;0;0;0;0.2;100;0.0;0.0;0.4;7.2;0.0;0.3;0.1;0.0;10%;30%;0.1;0;0.0;1.8;0.0;1.2;0.4;17.8;4.2;4.7;89%;0.1;3;0.1;0.1;0;1.0;1.4;1915;54.7142857142857;0.0;0.0;0.0;0.0;0.1;0.0;18 (17);1915;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;1;Spain;First Division;ESP;Levante;M (LC);21;Unknown;€24.5K p/w
;Alessandro Di Palma;D (L);€1.1M;71;0;0.9;0.0;2002231093;0;0;0;0;2.3;87;0.9;2.1;7.4;8.3;0.1;3.0;1.3;0.7;0%;0%;0.0;0;0.0;15.7;0.7;12.2;7.5;18.6;50.3;57.4;88%;0.9;3;0.1;0.0;0;0.9;1.2;2419;78.0322580645161;0.0;0.0;0.0;0.0;0.1;0.0;25 (6);0;0.3;1.3;20;0.3;1.3;20;0.3;60;2.0;53;1.3;3.3;89;Italy;Serie A;ITA;U.S. Lecce;D (LC), WB/M (L);23;Unknown;€12.25K p/w
;Salim Andreani;D/WB (L);€52M;78;3;1.5;0.0;2002461172;0;0;0;0;2.4;78;0.2;2.4;6.9;9.7;0.1;2.9;1.4;0.3;0%;0%;0.0;0;0.0;15.2;0.7;11.6;6.9;13.6;49.2;56.4;87%;1.5;3;0.1;0.0;0;1.0;1.3;2326;83.0714285714286;0.0;0.0;0.0;0.0;0.0;0.0;27 (1);0;0.2;1.7;12;0.2;1.7;11;0.5;51;1.8;46;1.7;3.5;90;France;Ligue 1 McDonald's;FRA;Paris FC;D/WB (L);18;Unknown;€11K p/w
;Enes Canlı;DM;€400K;24;1;0.9;0.6;2000402154;0;0;0;0;1.5;71;0.8;1.5;5.6;12.0;0.1;2.9;0.4;0.7;0%;0%;0.0;0;0.0;10.7;0.1;11.3;6.1;8.0;47.8;51.9;92%;0.9;3;0.3;0.0;0;0.8;1.2;1054;47.9090909090909;0.0;0.0;0.0;0.0;0.0;0.0;8 (14);0;0.0;0.0;0;0.0;0.0;0;0.6;46;1.8;21;2.1;3.9;46;Portugal;Premier League;TUR;Estoril Praia;D (C), DM, M (C);27;Unknown;€6.25K p/w
Wnt;Youssef Wondel;M (C);€0;18;0;1.1;0.1;2002234910;0;0;0;0;1.2;78;0.0;1.5;4.5;8.4;0.0;2.3;1.2;0.4;0%;100%;0.1;0;0.0;12.6;0.2;12.7;5.3;9.7;46.7;50.3;93%;1.1;2;0.2;0.0;0;0.6;0.8;1067;82.0769230769231;0.0;0.0;0.0;0.0;0.1;0.0;12 (1);0;0.0;0.3;0;0.0;0.3;0;0.2;19;0.4;5;1.9;2.3;27;Portugal;Premier League;NED;Penafiel;DM, M (C), AM (RC);22;Unknown;€5.25K p/w
Wnt;Iordanis Vestakis;ST (C);€135K;4;10;0.6;2.7;2000313554;0;0;0;0;0.2;75;0.0;0.4;2.4;1.6;0.0;0.9;0.2;0.2;23%;53%;1.4;0;0.0;5.7;1.2;9.7;0.3;24.6;24.0;27.3;88%;0.6;2;0.1;0.1;0;1.5;0.9;1459;48.6333333333333;0.3;0.6;0.3;0.0;0.0;0.0;13 (17);145.9;0.0;0.4;0;0.0;0.4;0;0.1;10;0.7;12;6.5;7.2;117;Portugal;Premier League;GRE;Arouca;AM (R), ST (C);23;Unknown;€2.2K p/w
;Jakub Vinarcik;GK;€575K;8;0;0.0;0.0;2000111347;8;13;71;1;0.0;13;0.0;0.0;0.0;3.2;0.0;0.0;3.4;0.0;0%;0%;0.0;89;0.1;0.0;0.0;5.4;0.0;7.2;18.5;22.9;81%;0.0;0;0.0;0.0;3;0.9;1.4;3175;88.1944444444444;0.0;0.0;0.0;1.4;0.0;0.2;7 (20);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Portugal;Premier League;SVK;Arouca;GK;28;Unknown;€1.1K p/w
;Ronaldo;D (L);€975K;70;2;1.4;0.0;2002229268;0;0;0;0;2.2;90;0.8;2.3;7.1;7.9;0.1;2.7;1.1;0.7;0%;0%;0.0;0;0.0;20.2;2.2;12.0;5.4;23.5;44.7;51.0;88%;1.4;2;0.1;0.1;0;0.9;1.5;2525;87.0689655172414;0.0;0.0;0.0;0.0;0.1;0.0;31 (1);0;0.9;4.5;20;0.9;4.5;20;0.4;37;1.2;35;2.1;3.4;94;Portugal;Premier League;BRA;AVS SAD;D/WB/M/AM (L);23;Unknown;€1.5K p/w
;Yvo Petta;DM;€825K;23;0;0.8;0.1;2002181968;0;0;0;0;1.3;83;0.3;1.8;5.7;7.2;0.1;1.8;0.7;0.5;0%;0%;0.0;0;0.0;12.2;0.1;11.8;6.1;8.8;47.4;51.3;92%;0.8;2;0.1;0.1;0;0.7;1.7;1364;62;0.0;0.0;0.0;0.0;0.1;0.0;15 (7);0;0.0;0.0;0;0.0;0.0;0;0.1;58;1.3;19;0.9;2.2;33;Italy;Serie A;NED;Palermo;D (C), DM;23;Unknown;€11.75K p/w
;João Medeiros;D (C);€1.7M;19;0;0.1;0.1;2002231187;0;0;0;0;0.5;79;0.9;1.0;2.6;12.8;0.1;2.9;1.1;0.6;0%;50%;0.0;0;0.0;3.1;0.0;9.7;2.2;4.3;36.3;39.5;92%;0.1;1;0.0;0.0;0;0.9;1.4;2481;82.7;0.0;0.0;0.0;0.0;0.0;0.0;30;0;0.0;0.0;0;0.0;0.0;0;0.4;73;2.8;77;1.0;3.8;105;Portugal;Premier League;POR;Mafra;D (LC), DM;22;Unknown;€1.4K p/w
